age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date,customer_value_score,estimated_income,age_bin,previous_bin
30,management,single,tertiary,796,0,1,cellular,5.905361848054571,-1,0,other,26-aug,796,28796,Young (18-30),none
46,management,married,tertiary,1388,0,0,cellular,6.246106765481563,-1,0,other,19-nov,1388,29388,Middle-aged (31-50),none
45,self-employed,married,tertiary,0,1,1,cellular,5.921578419643816,-1,0,other,15-jul,0,23000,Middle-aged (31-50),none
48,blue-collar,single,primary,1080,1,0,unknown,4.727387818712341,-1,0,other,16-jun,1080,17080,Middle-aged (31-50),none
29,blue-collar,married,secondary,1175,1,1,cellular,4.955827057601261,-1,0,other,30-jul,1175,18175,Young (18-30),none
32,management,married,secondary,3935,1,0,unknown,4.867534450455582,-1,0,other,29-may,3935,30935,Middle-aged (31-50),none
30,technician,married,secondary,26,0,0,cellular,4.02535169073515,-1,0,other,20-aug,26,22026,Young (18-30),none
34,management,married,tertiary,0,0,1,cellular,2.9444389791664403,-1,0,other,21-nov,0,28000,Middle-aged (31-50),none
59,technician,divorced,secondary,-296,0,1,cellular,3.5553480614894135,-1,0,other,29-jan,-296,21704,Senior (51-70),none
40,technician,divorced,secondary,700,1,1,cellular,6.222576268071369,-1,0,other,18-jul,700,22700,Middle-aged (31-50),none
30,management,single,tertiary,17,0,0,cellular,4.564348191467836,-1,0,other,28-aug,17,28017,Young (18-30),none
36,self-employed,married,tertiary,15,1,0,unknown,4.174387269895637,-1,0,other,28-may,15,23015,Middle-aged (31-50),none
31,admin.,single,secondary,2144,1,0,unknown,4.499809670330265,-1,0,other,20-may,2144,24144,Middle-aged (31-50),none
48,technician,married,secondary,-280,1,1,cellular,5.707110264748875,-1,0,other,18-jul,-280,21720,Middle-aged (31-50),none
49,management,married,tertiary,6613,0,0,cellular,4.672828834461906,155,3,failure,19-nov,26452,34613,Middle-aged (31-50),medium
51,admin.,married,secondary,79,0,0,cellular,4.499809670330265,-1,0,other,13-aug,79,22079,Senior (51-70),none
38,blue-collar,married,primary,506,1,1,unknown,4.812184355372417,-1,0,other,12-jun,506,16506,Middle-aged (31-50),none
45,admin.,married,primary,-407,1,1,cellular,6.222576268071369,224,18,other,29-jan,-7733,20593,Middle-aged (31-50),high
32,technician,married,tertiary,2688,0,0,cellular,4.624972813284271,-1,0,other,18-aug,2688,25688,Middle-aged (31-50),none
25,admin.,single,secondary,230,0,0,telephone,5.978885764901122,-1,0,other,30-jul,230,22230,Young (18-30),none
56,blue-collar,married,primary,-116,1,0,cellular,6.922643891475888,-1,0,other,8-may,-116,15884,Senior (51-70),none
38,services,married,secondary,507,1,0,cellular,4.02535169073515,344,1,failure,17-apr,1014,17507,Middle-aged (31-50),low
48,management,married,secondary,3663,1,0,telephone,3.258096538021482,169,1,failure,7-may,7326,30663,Middle-aged (31-50),low
27,blue-collar,single,secondary,535,0,0,cellular,5.583496308781699,95,4,success,16-aug,2675,17535,Young (18-30),medium
22,student,single,secondary,562,1,0,cellular,4.997212273764115,-1,0,other,5-may,562,7562,Young (18-30),none
42,blue-collar,married,secondary,160,1,1,unknown,5.25227342804663,-1,0,other,26-jun,160,17160,Middle-aged (31-50),none
52,self-employed,married,secondary,213,1,0,cellular,5.10594547390058,-1,0,other,14-may,213,22213,Senior (51-70),none
38,blue-collar,married,primary,3289,0,0,cellular,5.831882477283517,164,2,failure,20-nov,9867,19289,Middle-aged (31-50),low
39,admin.,married,secondary,1891,0,0,unknown,4.997212273764115,-1,0,other,17-jun,1891,23891,Middle-aged (31-50),none
41,housemaid,married,tertiary,783,1,0,unknown,4.875197323201151,-1,0,other,30-may,783,13783,Middle-aged (31-50),none
57,retired,married,secondary,718,0,0,cellular,5.14166355650266,-1,0,other,3-jun,718,12718,Senior (51-70),none
57,housemaid,single,secondary,254,0,0,cellular,6.517671272912275,-1,0,other,8-oct,254,12254,Senior (51-70),none
42,unemployed,divorced,secondary,325,1,0,unknown,4.584967478670572,-1,0,other,28-may,325,7325,Middle-aged (31-50),none
50,admin.,married,secondary,-185,0,0,cellular,4.584967478670572,-1,0,other,2-feb,-185,21815,Middle-aged (31-50),none
50,admin.,married,secondary,326,1,0,cellular,4.8283137373023015,369,2,failure,11-may,978,22326,Middle-aged (31-50),low
42,management,married,tertiary,-323,1,0,cellular,4.912654885736052,-1,0,other,7-aug,-323,27677,Middle-aged (31-50),none
34,admin.,married,secondary,3487,1,0,unknown,6.142037405587356,-1,0,other,2-jun,3487,25487,Middle-aged (31-50),none
22,student,single,secondary,246,1,0,telephone,3.258096538021482,-1,0,other,12-may,246,7246,Young (18-30),none
81,management,married,tertiary,0,0,0,cellular,5.14166355650266,-1,0,other,7-jul,0,28000,Elderly (71+),none
28,admin.,married,secondary,2,1,0,unknown,5.123963979403259,-1,0,other,9-may,2,22002,Young (18-30),none
57,retired,married,primary,-171,1,0,unknown,5.986452005284438,-1,0,other,3-jun,-171,10829,Senior (51-70),none
41,management,married,secondary,0,1,0,cellular,5.043425116919247,264,1,other,2-feb,0,27000,Middle-aged (31-50),low
43,technician,married,secondary,212,1,0,unknown,4.3694478524670215,-1,0,other,14-may,212,22212,Middle-aged (31-50),none
51,blue-collar,divorced,primary,837,0,0,telephone,3.7376696182833684,-1,0,other,30-jul,837,16837,Senior (51-70),none
42,management,single,tertiary,1608,0,0,cellular,2.6390573296152584,-1,0,other,28-aug,1608,29608,Middle-aged (31-50),none
53,blue-collar,married,secondary,148,1,0,cellular,4.204692619390966,359,1,failure,7-may,296,17148,Senior (51-70),low
41,blue-collar,married,primary,262,1,0,unknown,5.075173815233827,-1,0,other,29-may,262,16262,Middle-aged (31-50),none
48,retired,married,primary,-285,0,1,cellular,5.062595033026967,-1,0,other,19-nov,-285,10715,Middle-aged (31-50),none
52,management,married,tertiary,1065,1,1,cellular,5.41610040220442,175,1,failure,21-nov,2130,29065,Senior (51-70),low
44,admin.,married,secondary,1423,1,0,unknown,5.093750200806762,-1,0,other,13-may,1423,23423,Middle-aged (31-50),none
36,management,single,tertiary,1496,1,0,cellular,3.713572066704308,269,4,failure,18-may,7480,29496,Middle-aged (31-50),medium
38,self-employed,married,secondary,290,1,0,cellular,4.820281565605037,258,1,failure,2-feb,580,22290,Middle-aged (31-50),low
36,management,married,tertiary,2687,0,0,cellular,4.07753744390572,-1,0,other,16-apr,2687,30687,Middle-aged (31-50),none
35,services,single,secondary,544,1,0,cellular,4.5217885770490405,345,2,failure,7-may,1632,17544,Middle-aged (31-50),low
29,management,single,tertiary,874,1,0,cellular,5.030437921392435,103,1,success,16-sep,1748,28874,Young (18-30),low
46,management,married,tertiary,74,1,0,cellular,2.772588722239781,-1,0,other,7-jul,74,28074,Middle-aged (31-50),none
30,blue-collar,married,primary,-68,1,0,cellular,5.978885764901122,-1,0,other,25-jul,-68,15932,Young (18-30),none
27,blue-collar,single,secondary,3145,0,0,cellular,5.926926025970411,179,2,success,25-jun,9435,20145,Young (18-30),low
41,management,married,secondary,5585,0,0,unknown,6.650279048587422,-1,0,other,9-jun,5585,32585,Middle-aged (31-50),none
50,technician,single,tertiary,339,1,0,unknown,1.0986122886681098,-1,0,other,5-may,339,23339,Middle-aged (31-50),none
58,admin.,married,primary,1119,0,0,cellular,4.812184355372417,341,2,failure,6-apr,3357,22119,Senior (51-70),low
45,management,married,tertiary,4395,0,0,cellular,5.703782474656201,-1,0,other,19-nov,4395,32395,Middle-aged (31-50),none
33,blue-collar,married,primary,392,1,0,unknown,5.713732805509369,-1,0,other,23-may,392,16392,Middle-aged (31-50),none
38,blue-collar,single,secondary,745,1,0,unknown,5.641907070938114,-1,0,other,21-may,745,17745,Middle-aged (31-50),none
36,admin.,single,secondary,98,1,0,unknown,4.23410650459726,-1,0,other,21-may,98,22098,Middle-aged (31-50),none
36,services,single,secondary,-295,1,1,unknown,4.890349128221754,-1,0,other,27-may,-295,16705,Middle-aged (31-50),none
32,technician,single,secondary,4843,0,0,cellular,4.1588830833596715,-1,0,other,8-aug,4843,26843,Middle-aged (31-50),none
33,blue-collar,married,secondary,2,0,0,unknown,4.31748811353631,-1,0,other,23-may,2,17002,Middle-aged (31-50),none
47,management,married,tertiary,2351,0,0,cellular,5.099866427824199,84,1,success,2-jun,4702,30351,Middle-aged (31-50),low
36,blue-collar,single,secondary,459,1,1,cellular,5.723585101952381,-1,0,other,20-apr,459,17459,Middle-aged (31-50),none
33,blue-collar,married,primary,0,1,0,cellular,5.159055299214529,-1,0,other,20-nov,0,16000,Middle-aged (31-50),none
47,blue-collar,married,secondary,3696,1,0,cellular,6.455198563340122,170,2,failure,19-nov,11088,20696,Middle-aged (31-50),low
70,retired,married,secondary,1310,0,0,cellular,6.453624998892692,-1,0,other,15-oct,1310,13310,Senior (51-70),none
34,admin.,married,secondary,61,0,1,unknown,3.091042453358316,-1,0,other,5-may,61,22061,Middle-aged (31-50),none
49,blue-collar,married,primary,361,1,0,unknown,6.2422232654551655,-1,0,other,16-jun,361,16361,Middle-aged (31-50),none
25,technician,married,secondary,-559,1,0,cellular,5.247024072160486,-1,0,other,14-jul,-559,21441,Young (18-30),none
31,technician,single,tertiary,0,1,0,cellular,4.51085950651685,-1,0,other,17-jul,0,23000,Middle-aged (31-50),none
31,technician,single,tertiary,1625,0,0,cellular,5.0689042022202315,-1,0,other,2-feb,1625,24625,Middle-aged (31-50),none
54,blue-collar,divorced,primary,2227,1,0,unknown,3.828641396489095,-1,0,other,2-jun,2227,18227,Senior (51-70),none
39,entrepreneur,divorced,secondary,-271,1,0,cellular,6.008813185442595,-1,0,other,7-may,-271,21729,Middle-aged (31-50),none
28,services,single,secondary,40,1,0,unknown,5.749392985908253,-1,0,other,28-may,40,17040,Young (18-30),none
27,self-employed,single,tertiary,108,0,1,cellular,4.955827057601261,-1,0,other,8-jul,108,23108,Young (18-30),none
37,services,married,secondary,40,0,0,unknown,3.7612001156935624,-1,0,other,16-jun,40,17040,Middle-aged (31-50),none
51,management,married,secondary,140,1,0,unknown,3.828641396489095,-1,0,other,21-may,140,27140,Senior (51-70),none
48,services,married,secondary,801,0,0,cellular,4.394449154672439,-1,0,other,8-aug,801,17801,Middle-aged (31-50),none
38,management,single,tertiary,427,1,0,cellular,2.8903717578961645,169,2,failure,6-may,1281,28427,Middle-aged (31-50),low
27,technician,married,secondary,-392,1,0,cellular,5.43372200355424,-1,0,other,23-jul,-392,21608,Young (18-30),none
29,blue-collar,single,secondary,783,1,0,unknown,5.117993812416755,-1,0,other,13-may,783,17783,Young (18-30),none
25,blue-collar,married,secondary,-288,0,1,cellular,5.7430031878094825,-1,0,other,30-jul,-288,16712,Young (18-30),none
33,admin.,single,primary,-258,1,0,unknown,5.267858159063328,-1,0,other,28-may,-258,20742,Middle-aged (31-50),none
47,blue-collar,divorced,primary,223,1,0,telephone,4.948759890378168,-1,0,other,7-may,223,16223,Middle-aged (31-50),none
37,management,single,tertiary,-119,1,0,unknown,5.929589143389895,-1,0,other,11-jun,-119,27881,Middle-aged (31-50),none
37,blue-collar,married,primary,2120,1,0,cellular,6.486160788944089,175,4,failure,15-may,10600,18120,Middle-aged (31-50),medium
34,admin.,married,tertiary,788,1,0,cellular,5.598421958998375,-1,0,other,5-feb,788,23788,Middle-aged (31-50),none
33,blue-collar,single,secondary,1925,1,0,cellular,4.343805421853684,-1,0,other,2-mar,1925,18925,Middle-aged (31-50),none
49,admin.,married,secondary,682,0,0,cellular,4.465908118654584,-1,0,other,22-aug,682,22682,Middle-aged (31-50),none
49,services,married,secondary,-301,1,0,cellular,5.236441962829949,-1,0,other,12-may,-301,16699,Middle-aged (31-50),none
26,blue-collar,single,secondary,658,0,1,telephone,3.5553480614894135,-1,0,other,23-jul,658,17658,Young (18-30),none
28,student,single,secondary,231,1,0,cellular,4.02535169073515,-1,0,other,8-may,231,7231,Young (18-30),none
56,retired,married,tertiary,142,0,1,cellular,5.799092654460526,-1,0,other,14-jul,142,13142,Senior (51-70),none
31,technician,single,tertiary,1166,1,0,unknown,5.337538079701318,-1,0,other,3-jun,1166,24166,Middle-aged (31-50),none
38,management,single,tertiary,889,0,0,unknown,5.288267030694535,-1,0,other,19-may,889,28889,Middle-aged (31-50),none
25,technician,single,secondary,959,0,0,cellular,4.976733742420574,-1,0,other,9-jul,959,22959,Young (18-30),none
59,retired,married,secondary,0,0,0,cellular,5.886104031450156,-1,0,other,28-aug,0,12000,Senior (51-70),none
46,blue-collar,married,secondary,-221,1,1,cellular,5.393627546352362,244,1,failure,2-feb,-442,16779,Middle-aged (31-50),low
57,retired,married,secondary,283,0,0,cellular,4.820281565605037,-1,0,other,7-aug,283,12283,Senior (51-70),none
34,services,married,secondary,-118,1,0,cellular,5.442417710521793,-1,0,other,12-may,-118,16882,Middle-aged (31-50),none
62,retired,divorced,tertiary,0,0,0,cellular,5.429345628954441,-1,0,other,13-nov,0,13000,Senior (51-70),none
35,management,divorced,tertiary,771,1,1,cellular,5.402677381872279,-1,0,other,18-aug,771,28771,Middle-aged (31-50),none
41,management,married,tertiary,4063,1,0,cellular,4.709530201312334,-1,0,other,21-nov,4063,32063,Middle-aged (31-50),none
46,technician,married,secondary,3,1,1,cellular,6.421622267806518,-1,0,other,12-may,3,22003,Middle-aged (31-50),none
32,technician,single,secondary,116,1,0,cellular,6.577861357721047,-1,0,other,20-aug,116,22116,Middle-aged (31-50),none
34,management,married,tertiary,273,1,0,cellular,6.20050917404269,175,2,failure,14-may,819,28273,Middle-aged (31-50),low
58,unemployed,divorced,secondary,729,0,1,cellular,4.110873864173311,-1,0,other,9-feb,729,7729,Senior (51-70),none
44,technician,married,tertiary,564,1,0,cellular,4.48863636973214,-1,0,other,13-may,564,23564,Middle-aged (31-50),none
36,technician,married,secondary,1731,1,1,unknown,5.337538079701318,-1,0,other,28-may,1731,23731,Middle-aged (31-50),none
31,management,single,tertiary,533,0,0,cellular,4.976733742420574,91,9,success,11-feb,5330,28533,Middle-aged (31-50),high
48,technician,married,secondary,547,0,0,cellular,6.131226489483141,-1,0,other,5-aug,547,22547,Middle-aged (31-50),none
34,technician,single,tertiary,228,1,0,cellular,5.961005339623274,-1,0,other,22-jul,228,23228,Middle-aged (31-50),none
43,technician,married,secondary,373,0,0,telephone,5.402677381872279,-1,0,other,29-jan,373,22373,Middle-aged (31-50),none
30,services,married,secondary,311,1,1,unknown,4.553876891600541,-1,0,other,5-jun,311,17311,Young (18-30),none
41,management,married,tertiary,-29,0,0,cellular,3.7376696182833684,266,2,failure,29-jan,-87,27971,Middle-aged (31-50),low
45,management,married,tertiary,2,1,0,cellular,5.262690188904886,-1,0,other,16-jul,2,28002,Middle-aged (31-50),none
45,admin.,married,secondary,-31,1,0,unknown,5.69035945432406,-1,0,other,14-may,-31,21969,Middle-aged (31-50),none
42,entrepreneur,married,secondary,324,1,0,cellular,6.270988431858299,-1,0,other,15-jul,324,22324,Middle-aged (31-50),none
50,blue-collar,married,secondary,26,1,0,cellular,5.5053315359323625,366,2,failure,7-may,78,17026,Middle-aged (31-50),low
25,admin.,single,secondary,304,0,0,unknown,6.261491684321042,-1,0,other,16-may,304,22304,Young (18-30),none
33,management,single,secondary,8004,0,0,cellular,6.028278520230698,-1,0,other,19-nov,8004,35004,Middle-aged (31-50),none
48,unemployed,married,tertiary,1571,1,0,cellular,4.653960350157523,-1,0,other,24-feb,1571,9571,Middle-aged (31-50),none
30,services,single,secondary,595,1,0,cellular,5.153291594497779,-1,0,other,17-apr,595,17595,Young (18-30),none
30,management,single,tertiary,-672,0,0,cellular,4.875197323201151,-1,0,other,12-aug,-672,27328,Young (18-30),none
39,admin.,single,secondary,2040,1,0,unknown,4.983606621708336,-1,0,other,2-jun,2040,24040,Middle-aged (31-50),none
31,unemployed,single,primary,3652,0,0,cellular,5.655991810819852,-1,0,other,1-jun,3652,9652,Middle-aged (31-50),none
57,admin.,divorced,primary,1,0,0,unknown,2.8903717578961645,-1,0,other,15-may,1,21001,Senior (51-70),none
36,technician,single,secondary,12264,0,0,cellular,5.655991810819852,182,2,success,11-oct,36792,34264,Middle-aged (31-50),low
49,blue-collar,divorced,primary,0,1,0,cellular,5.723585101952381,281,2,failure,6-may,0,16000,Middle-aged (31-50),low
55,entrepreneur,married,primary,38,0,1,unknown,4.1588830833596715,-1,0,other,19-jun,38,21038,Senior (51-70),none
57,admin.,married,secondary,2120,0,0,cellular,6.5337888379333435,-1,0,other,19-aug,2120,24120,Senior (51-70),none
28,technician,single,secondary,799,1,0,cellular,5.69035945432406,-1,0,other,25-jul,799,22799,Young (18-30),none
40,entrepreneur,married,secondary,-125,0,1,cellular,5.91350300563827,-1,0,other,31-jul,-125,21875,Middle-aged (31-50),none
48,blue-collar,married,primary,1876,1,0,unknown,2.4849066497880004,-1,0,other,20-jun,1876,17876,Middle-aged (31-50),none
33,blue-collar,married,secondary,0,0,0,cellular,6.12029741895095,-1,0,other,29-jul,0,17000,Middle-aged (31-50),none
41,technician,married,secondary,190,0,0,cellular,2.5649493574615367,-1,0,other,21-nov,190,22190,Middle-aged (31-50),none
58,blue-collar,divorced,primary,835,0,0,telephone,5.6937321388027,-1,0,other,3-feb,835,16835,Senior (51-70),none
41,management,married,tertiary,15,1,0,cellular,4.0943445622221,-1,0,other,30-jul,15,28015,Middle-aged (31-50),none
33,management,single,tertiary,0,1,0,telephone,5.991464547107982,358,5,other,5-may,0,28000,Middle-aged (31-50),medium
29,management,married,tertiary,581,1,1,cellular,5.262690188904886,-1,0,other,14-jul,581,28581,Young (18-30),none
55,retired,married,primary,0,0,0,unknown,5.60947179518496,-1,0,other,5-jun,0,11000,Senior (51-70),none
30,blue-collar,married,primary,5956,1,1,cellular,6.0063531596017325,139,1,failure,20-nov,11912,21956,Young (18-30),low
46,blue-collar,divorced,primary,0,0,0,unknown,4.143134726391533,-1,0,other,20-jun,0,16000,Middle-aged (31-50),none
35,technician,divorced,tertiary,4515,1,0,cellular,4.59511985013459,-1,0,other,19-nov,4515,27515,Middle-aged (31-50),none
34,management,married,tertiary,902,1,0,cellular,5.075173815233827,367,2,other,14-may,2706,28902,Middle-aged (31-50),low
26,services,single,secondary,-224,1,1,unknown,5.247024072160486,-1,0,other,3-jun,-224,16776,Young (18-30),none
40,admin.,single,secondary,985,1,0,cellular,5.749392985908253,145,5,other,15-apr,5910,22985,Middle-aged (31-50),medium
23,blue-collar,married,primary,-213,0,0,unknown,5.111987788356544,-1,0,other,13-may,-213,15787,Young (18-30),none
52,management,married,secondary,4873,0,0,telephone,5.945420608606575,213,9,failure,6-feb,48730,31873,Senior (51-70),high
76,retired,divorced,primary,2693,0,0,cellular,4.68213122712422,-1,0,other,21-oct,2693,13693,Elderly (71+),none
37,management,divorced,secondary,1655,1,0,cellular,5.187385805840755,175,2,failure,12-may,4965,28655,Middle-aged (31-50),low
41,management,married,tertiary,1132,0,0,unknown,4.564348191467836,-1,0,other,15-may,1132,29132,Middle-aged (31-50),none
58,housemaid,married,primary,4605,0,0,cellular,5.288267030694535,-1,0,other,4-aug,4605,15605,Senior (51-70),none
47,blue-collar,married,secondary,480,1,0,unknown,5.356586274672012,-1,0,other,28-may,480,17480,Middle-aged (31-50),none
58,blue-collar,divorced,primary,1299,0,0,cellular,4.07753744390572,-1,0,other,12-aug,1299,17299,Senior (51-70),none
52,management,married,tertiary,0,0,0,cellular,4.672828834461906,-1,0,other,12-aug,0,28000,Senior (51-70),none
28,unemployed,single,primary,1374,0,0,cellular,5.318119993844216,-1,0,other,23-apr,1374,7374,Young (18-30),none
33,management,married,tertiary,3301,1,0,cellular,6.285998094508865,-1,0,other,15-may,3301,31301,Middle-aged (31-50),none
29,technician,single,secondary,18,0,0,cellular,5.332718793265369,-1,0,other,3-feb,18,22018,Young (18-30),none
34,admin.,married,secondary,0,1,0,cellular,3.4339872044851463,-1,0,other,9-feb,0,22000,Middle-aged (31-50),none
46,admin.,divorced,secondary,-454,1,0,unknown,4.795790545596741,-1,0,other,26-may,-454,21546,Middle-aged (31-50),none
45,services,married,primary,132,0,0,cellular,5.19295685089021,-1,0,other,14-jul,132,16132,Middle-aged (31-50),none
37,management,married,tertiary,23,1,0,unknown,6.016157159698354,-1,0,other,26-may,23,28023,Middle-aged (31-50),none
31,management,married,tertiary,40,0,0,cellular,4.77912349311153,-1,0,other,2-feb,40,28040,Middle-aged (31-50),none
55,services,divorced,primary,2298,1,0,unknown,5.093750200806762,-1,0,other,6-may,2298,18298,Senior (51-70),none
40,blue-collar,married,primary,-166,1,0,unknown,4.919980925828125,-1,0,other,13-may,-166,15834,Middle-aged (31-50),none
41,blue-collar,divorced,secondary,139,1,0,cellular,5.187385805840755,370,1,failure,12-may,278,17139,Middle-aged (31-50),low
35,technician,single,tertiary,364,0,1,cellular,5.5134287461649825,-1,0,other,9-jul,364,23364,Middle-aged (31-50),none
27,services,married,primary,921,0,0,cellular,4.955827057601261,-1,0,other,2-feb,921,16921,Young (18-30),none
30,management,married,tertiary,107,1,1,cellular,5.575949103146316,-1,0,other,18-jul,107,28107,Young (18-30),none
60,unemployed,married,primary,0,0,0,cellular,7.085064293952548,412,1,other,22-jul,0,6000,Senior (51-70),low
38,admin.,married,secondary,0,1,0,cellular,5.236441962829949,181,2,success,8-jun,0,22000,Middle-aged (31-50),low
49,technician,married,secondary,4785,0,0,unknown,5.081404364984463,-1,0,other,12-may,4785,26785,Middle-aged (31-50),none
39,technician,single,tertiary,1674,0,0,cellular,2.5649493574615367,178,1,failure,15-may,3348,24674,Middle-aged (31-50),low
52,management,married,tertiary,2708,1,0,cellular,5.44673737166631,-1,0,other,20-nov,2708,30708,Senior (51-70),none
49,blue-collar,married,primary,4,1,1,cellular,5.087596335232384,-1,0,other,2-feb,4,16004,Middle-aged (31-50),none
42,technician,single,tertiary,24,0,0,cellular,5.572154032177765,-1,0,other,8-jul,24,23024,Middle-aged (31-50),none
30,management,single,tertiary,0,1,0,cellular,5.683579767338681,314,2,failure,2-apr,0,28000,Young (18-30),low
37,technician,married,secondary,-21,1,0,unknown,5.438079308923196,-1,0,other,27-may,-21,21979,Middle-aged (31-50),none
58,housemaid,divorced,primary,3858,0,0,telephone,3.9889840465642745,-1,0,other,29-jul,3858,14858,Senior (51-70),none
31,self-employed,single,tertiary,283,0,0,cellular,4.90527477843843,-1,0,other,1-jun,283,23283,Middle-aged (31-50),none
34,unemployed,divorced,tertiary,530,1,0,cellular,4.060443010546419,-1,0,other,7-may,530,8530,Middle-aged (31-50),none
50,admin.,single,secondary,2252,0,0,cellular,6.481577129276431,-1,0,other,30-apr,2252,24252,Middle-aged (31-50),none
36,management,single,tertiary,2239,1,1,unknown,4.543294782270004,-1,0,other,30-jun,2239,30239,Middle-aged (31-50),none
37,admin.,married,secondary,2061,1,1,cellular,6.131226489483141,109,3,failure,22-jun,8244,24061,Middle-aged (31-50),medium
47,admin.,married,secondary,-185,1,0,cellular,4.442651256490317,-1,0,other,18-jul,-185,21815,Middle-aged (31-50),none
38,technician,single,secondary,884,1,1,cellular,4.736198448394496,149,3,failure,17-apr,3536,22884,Middle-aged (31-50),medium
36,admin.,married,secondary,1954,1,1,cellular,5.0689042022202315,174,3,failure,20-nov,7816,23954,Middle-aged (31-50),medium
31,admin.,single,secondary,-133,1,0,unknown,5.87493073085203,-1,0,other,27-may,-133,21867,Middle-aged (31-50),none
32,services,married,secondary,3360,1,1,cellular,5.902633333401366,-1,0,other,7-aug,3360,20360,Middle-aged (31-50),none
35,services,married,secondary,-12,0,0,cellular,4.430816798843313,-1,0,other,31-jul,-12,16988,Middle-aged (31-50),none
33,services,single,secondary,489,1,0,cellular,5.697093486505405,334,1,other,4-may,978,17489,Middle-aged (31-50),low
38,technician,single,tertiary,25,1,0,cellular,5.4510384535657,-1,0,other,1-jun,25,23025,Middle-aged (31-50),none
28,self-employed,single,tertiary,2503,0,0,cellular,6.056784013228625,-1,0,other,25-may,2503,25503,Young (18-30),none
42,technician,single,secondary,1364,1,0,unknown,7.532623618788788,-1,0,other,15-may,1364,23364,Middle-aged (31-50),none
52,admin.,married,secondary,1236,1,0,unknown,5.5134287461649825,-1,0,other,6-may,1236,23236,Senior (51-70),none
33,management,single,tertiary,12,0,0,cellular,6.156978985585555,-1,0,other,20-aug,12,28012,Middle-aged (31-50),none
45,blue-collar,married,primary,1163,0,0,unknown,5.442417710521793,-1,0,other,16-may,1163,17163,Middle-aged (31-50),none
52,technician,divorced,tertiary,0,0,0,cellular,6.12029741895095,-1,0,other,18-jul,0,23000,Senior (51-70),none
55,self-employed,divorced,secondary,1530,0,0,cellular,5.117993812416755,216,1,other,2-feb,3060,23530,Senior (51-70),low
54,unemployed,divorced,secondary,6745,0,0,cellular,3.6888794541139363,-1,0,other,2-feb,6745,13745,Senior (51-70),none
35,blue-collar,single,primary,3751,0,0,unknown,5.267858159063328,-1,0,other,16-jun,3751,19751,Middle-aged (31-50),none
33,admin.,divorced,secondary,961,0,0,cellular,5.733341276897746,-1,0,other,30-jan,961,22961,Middle-aged (31-50),none
45,services,married,secondary,38,1,0,cellular,5.730099782973574,-1,0,other,6-aug,38,17038,Middle-aged (31-50),none
34,blue-collar,married,primary,428,1,0,cellular,4.0943445622221,-1,0,other,18-may,428,16428,Middle-aged (31-50),none
42,management,married,tertiary,0,1,0,unknown,4.189654742026425,-1,0,other,6-may,0,28000,Middle-aged (31-50),none
31,admin.,single,secondary,0,1,0,cellular,6.963189985870238,-1,0,other,16-jul,0,22000,Middle-aged (31-50),none
80,retired,married,primary,155,0,0,telephone,5.840641657373398,-1,0,other,9-dec,155,11155,Elderly (71+),none
60,management,married,tertiary,5990,1,0,cellular,5.983936280687191,-1,0,other,6-may,5990,33990,Senior (51-70),none
38,blue-collar,married,primary,-275,0,0,cellular,5.111987788356544,-1,0,other,28-jul,-275,15725,Middle-aged (31-50),none
46,management,married,tertiary,51,0,0,cellular,3.6888794541139363,-1,0,other,6-aug,51,28051,Middle-aged (31-50),none
46,admin.,married,secondary,664,0,0,cellular,5.69035945432406,-1,0,other,5-aug,664,22664,Middle-aged (31-50),none
37,blue-collar,married,primary,1720,1,0,unknown,4.77912349311153,-1,0,other,2-jun,1720,17720,Middle-aged (31-50),none
35,blue-collar,single,secondary,142,1,0,cellular,5.049856007249537,-1,0,other,20-nov,142,17142,Middle-aged (31-50),none
41,blue-collar,married,primary,2562,1,0,cellular,5.062595033026967,189,4,failure,20-nov,12810,18562,Middle-aged (31-50),medium
44,self-employed,married,secondary,264,1,0,unknown,5.293304824724492,-1,0,other,13-may,264,22264,Middle-aged (31-50),none
44,technician,married,secondary,7863,0,0,cellular,4.0943445622221,-1,0,other,26-aug,7863,29863,Middle-aged (31-50),none
31,blue-collar,single,primary,124,1,0,unknown,6.021023349349527,-1,0,other,28-may,124,16124,Middle-aged (31-50),none
32,blue-collar,married,secondary,7107,1,0,cellular,6.78332520060396,-1,0,other,17-apr,7107,24107,Middle-aged (31-50),none
45,admin.,married,secondary,825,0,0,unknown,4.948759890378168,-1,0,other,19-jun,825,22825,Middle-aged (31-50),none
54,technician,married,secondary,472,1,1,unknown,5.438079308923196,150,1,failure,17-nov,944,22472,Senior (51-70),low
40,services,married,secondary,1291,0,1,unknown,4.9344739331306915,-1,0,other,12-jun,1291,18291,Middle-aged (31-50),none
60,self-employed,married,primary,362,0,1,cellular,5.7899601708972535,183,6,success,28-jan,2534,21362,Senior (51-70),high
33,technician,single,secondary,0,1,0,cellular,5.2574953720277815,-1,0,other,28-jan,0,22000,Middle-aged (31-50),none
28,blue-collar,married,secondary,8,1,0,cellular,5.2832037287379885,-1,0,other,15-may,8,17008,Young (18-30),none
30,entrepreneur,single,secondary,265,1,1,unknown,4.219507705176107,-1,0,other,3-jun,265,22265,Young (18-30),none
