age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date
50,management,single,secondary,431,0,0,telephone,180,-1,0,other,4-jun
38,blue-collar,divorced,secondary,1686,1,0,unknown,9,-1,0,other,19-jun
76,retired,married,secondary,852,0,0,telephone,283,-1,0,other,3-feb
44,entrepreneur,married,tertiary,468,1,1,telephone,289,-1,0,other,15-jul
41,entrepreneur,married,tertiary,1065,1,1,unknown,553,-1,0,other,29-may
55,services,divorced,tertiary,1983,1,0,telephone,123,-1,0,other,19-nov
43,blue-collar,married,primary,-111,1,0,cellular,75,-1,0,other,5-may
31,blue-collar,married,secondary,1570,1,1,cellular,133,180,1,other,19-nov
29,technician,married,primary,95,1,0,cellular,255,-1,0,other,21-jul
43,management,married,tertiary,149,1,0,unknown,662,-1,0,other,23-jun
34,technician,married,secondary,-1490,1,1,cellular,219,-1,0,other,7-may
58,retired,married,primary,3260,0,0,telephone,27,-1,0,other,27-oct
49,management,married,secondary,99,1,0,cellular,687,343,1,failure,6-may
51,management,divorced,tertiary,0,1,0,cellular,534,-1,0,other,28-jul
35,admin.,married,secondary,3487,1,0,cellular,323,319,1,failure,17-apr
51,unemployed,married,secondary,760,1,0,unknown,411,-1,0,other,14-may
44,services,married,secondary,361,1,0,unknown,217,-1,0,other,29-may
34,technician,single,secondary,179,0,0,cellular,294,-1,0,other,19-aug
29,technician,single,secondary,3851,0,0,cellular,59,-1,0,other,2-nov
27,admin.,single,secondary,1123,0,0,cellular,75,-1,0,other,17-aug
45,housemaid,married,tertiary,40,1,0,cellular,68,-1,0,other,2-feb
52,blue-collar,divorced,primary,0,1,1,unknown,47,-1,0,other,20-may
41,technician,married,secondary,7870,1,0,cellular,48,-1,0,other,20-nov
52,blue-collar,married,primary,1364,1,0,cellular,164,-1,0,other,6-aug
31,blue-collar,married,secondary,8,1,0,cellular,98,170,1,failure,8-may
38,management,single,tertiary,35,1,0,cellular,156,273,3,failure,17-apr
39,management,married,tertiary,514,0,0,telephone,155,-1,0,other,18-nov
36,management,married,tertiary,6,1,0,cellular,166,-1,0,other,18-aug
36,entrepreneur,married,tertiary,84,0,1,cellular,306,-1,0,other,15-jul
26,blue-collar,married,secondary,895,1,0,cellular,820,-1,0,other,4-feb
36,admin.,single,secondary,319,1,0,cellular,120,-1,0,other,18-may
32,blue-collar,married,secondary,-249,1,1,cellular,189,-1,0,other,21-jul
40,management,married,tertiary,406,0,0,unknown,262,-1,0,other,6-jun
29,blue-collar,single,primary,215,1,0,cellular,137,-1,0,other,13-may
35,admin.,married,secondary,214,1,1,unknown,247,-1,0,other,5-jun
30,self-employed,single,tertiary,432,1,0,cellular,402,-1,0,other,2-feb
47,self-employed,married,secondary,1121,0,0,unknown,454,-1,0,other,20-jun
36,blue-collar,married,secondary,418,1,1,cellular,132,-1,0,other,13-may
46,services,married,secondary,271,1,0,unknown,134,-1,0,other,16-may
27,technician,married,secondary,130,1,0,cellular,265,-1,0,other,7-may
53,technician,single,tertiary,118,0,0,cellular,431,-1,0,other,14-jul
35,management,divorced,tertiary,538,1,0,cellular,109,193,4,failure,21-nov
44,management,married,tertiary,1033,1,0,unknown,71,-1,0,other,15-may
59,management,married,tertiary,2260,1,0,cellular,303,-1,0,other,14-may
30,technician,single,secondary,156,1,0,cellular,157,363,5,failure,25-may
48,blue-collar,married,secondary,1913,1,0,unknown,115,-1,0,other,15-may
54,blue-collar,married,primary,1390,0,0,telephone,647,-1,0,other,29-jul
44,management,married,tertiary,3091,1,0,unknown,331,-1,0,other,17-jun
39,services,single,secondary,-244,1,0,unknown,152,-1,0,other,8-may
30,management,single,secondary,7870,1,0,cellular,82,-1,0,other,28-aug
41,services,married,secondary,-141,1,1,unknown,243,-1,0,other,2-jun
53,technician,married,secondary,6671,1,1,cellular,72,-1,0,other,30-jul
36,management,married,tertiary,530,0,0,unknown,221,-1,0,other,20-jun
56,blue-collar,married,secondary,2190,0,1,unknown,270,-1,0,other,12-jun
45,blue-collar,married,secondary,3169,0,0,cellular,39,-1,0,other,21-nov
39,admin.,married,secondary,732,0,0,cellular,522,-1,0,other,23-apr
36,self-employed,married,secondary,4579,1,0,unknown,563,-1,0,other,5-jun
31,management,married,tertiary,2229,1,0,unknown,90,-1,0,other,26-may
30,management,divorced,tertiary,415,1,1,cellular,984,343,4,failure,6-may
57,technician,married,secondary,3284,1,0,unknown,63,-1,0,other,26-may
33,technician,single,tertiary,538,1,0,unknown,359,-1,0,other,29-may
27,blue-collar,single,secondary,87,1,0,unknown,43,-1,0,other,27-may
60,technician,married,secondary,1740,0,0,cellular,296,-1,0,other,13-mar
54,management,married,tertiary,3795,1,1,cellular,227,119,1,failure,17-nov
34,technician,single,tertiary,299,1,0,unknown,205,-1,0,other,21-may
36,unemployed,single,secondary,490,1,1,unknown,265,-1,0,other,16-jun
40,unemployed,divorced,secondary,388,0,0,cellular,95,-1,0,other,29-jan
33,technician,single,tertiary,49,0,0,cellular,476,-1,0,other,25-aug
34,admin.,married,tertiary,35,1,0,cellular,88,-1,0,other,7-aug
42,management,single,tertiary,759,0,1,cellular,105,-1,0,other,28-aug
43,management,married,secondary,107,1,1,telephone,135,-1,0,other,28-oct
30,unemployed,married,tertiary,1067,0,0,cellular,78,-1,0,other,4-feb
52,blue-collar,married,secondary,372,1,0,cellular,478,-1,0,other,8-may
37,admin.,married,tertiary,3221,0,0,cellular,379,376,13,other,15-jun
32,admin.,single,secondary,708,0,0,unknown,109,-1,0,other,9-may
42,management,married,tertiary,223,0,0,cellular,92,-1,0,other,6-aug
42,technician,married,secondary,420,1,0,unknown,94,-1,0,other,8-may
53,technician,married,tertiary,1405,1,1,cellular,140,244,1,failure,29-jan
31,management,single,tertiary,1289,1,0,cellular,264,-1,0,other,12-aug
58,retired,divorced,secondary,-397,0,1,cellular,386,-1,0,other,14-aug
28,services,single,secondary,-358,1,0,unknown,253,-1,0,other,26-may
34,management,single,tertiary,404,1,0,cellular,10,-1,0,other,5-feb
46,management,married,tertiary,5261,0,0,cellular,215,-1,0,other,2-feb
32,admin.,single,tertiary,291,0,0,telephone,223,275,5,other,28-jan
39,technician,married,tertiary,122,0,0,unknown,44,-1,0,other,20-jun
44,services,divorced,secondary,130,1,0,cellular,263,371,1,failure,14-may
31,blue-collar,single,secondary,609,1,0,cellular,1126,335,1,failure,14-apr
34,services,single,secondary,719,1,0,unknown,362,-1,0,other,15-may
60,housemaid,divorced,secondary,2063,0,0,cellular,95,99,2,failure,27-may
46,admin.,married,secondary,1264,0,0,telephone,100,-1,0,other,28-jan
55,blue-collar,married,primary,0,0,0,cellular,334,-1,0,other,5-aug
38,self-employed,married,secondary,187,0,1,telephone,66,-1,0,other,16-feb
32,blue-collar,married,secondary,300,0,0,cellular,166,-1,0,other,6-feb
49,technician,married,secondary,8973,0,0,cellular,9,-1,0,other,31-jul
54,retired,married,primary,0,1,0,unknown,106,-1,0,other,13-may
50,self-employed,married,secondary,36,0,0,cellular,104,-1,0,other,13-aug
34,admin.,single,secondary,69,1,0,telephone,92,362,4,other,6-may
54,management,single,tertiary,0,0,0,telephone,133,-1,0,other,5-jun
38,management,married,tertiary,630,0,0,cellular,362,388,3,other,2-sep
70,management,married,tertiary,5563,0,0,cellular,146,-1,0,other,6-feb
71,retired,married,secondary,29941,0,0,telephone,80,71,3,other,18-jun
52,blue-collar,married,secondary,955,0,1,cellular,301,134,4,success,17-jun
34,blue-collar,married,primary,695,1,1,unknown,1064,-1,0,other,16-may
42,technician,single,tertiary,2625,0,0,cellular,2516,-1,0,other,29-jul
42,admin.,divorced,secondary,146,1,0,unknown,148,-1,0,other,14-may
48,admin.,married,secondary,368,0,0,cellular,363,140,7,success,8-oct
51,blue-collar,married,secondary,4695,0,0,cellular,8,-1,0,other,29-aug
30,management,single,tertiary,1456,1,0,cellular,227,-1,0,other,20-nov
39,technician,married,tertiary,1889,0,0,cellular,108,-1,0,other,29-jan
33,blue-collar,divorced,secondary,-131,1,0,unknown,145,-1,0,other,16-may
32,blue-collar,single,secondary,2696,1,0,cellular,238,169,3,failure,8-may
27,management,single,tertiary,317,0,0,cellular,59,-1,0,other,9-feb
37,admin.,single,secondary,20,1,0,cellular,207,370,1,failure,11-may
61,retired,married,secondary,1058,0,0,cellular,159,-1,0,other,27-apr
43,services,single,secondary,37,1,0,cellular,329,-1,0,other,7-may
35,blue-collar,married,secondary,94,1,0,cellular,75,-1,0,other,20-apr
58,technician,married,secondary,950,1,0,cellular,49,303,1,failure,8-may
35,blue-collar,divorced,primary,0,0,0,unknown,200,-1,0,other,12-jun
24,student,single,secondary,382,0,0,cellular,256,92,3,failure,13-nov
46,blue-collar,married,primary,-339,1,1,cellular,182,-1,0,other,11-may
38,blue-collar,single,primary,1351,0,0,cellular,96,-1,0,other,10-jul
39,technician,married,secondary,147,1,0,cellular,151,-1,0,other,6-may
45,services,single,secondary,141,1,0,unknown,111,-1,0,other,12-may
58,services,married,secondary,1667,1,1,unknown,85,-1,0,other,6-may
29,management,married,tertiary,55,1,0,cellular,235,-1,0,other,10-jul
36,admin.,single,secondary,16,0,0,unknown,119,-1,0,other,16-jun
34,admin.,single,secondary,4447,1,0,cellular,75,-1,0,other,10-mar
26,technician,single,tertiary,11862,0,0,cellular,119,-1,0,other,13-feb
40,unemployed,married,primary,69,0,1,cellular,171,-1,0,other,4-feb
30,technician,single,secondary,3927,1,0,cellular,247,-1,0,other,11-aug
52,management,married,primary,798,1,0,unknown,123,-1,0,other,30-jun
36,management,married,tertiary,327,1,0,cellular,74,-1,0,other,14-jul
30,management,single,tertiary,14,0,1,cellular,90,-1,0,other,22-jul
25,admin.,single,secondary,53,1,0,cellular,213,-1,0,other,12-may
31,blue-collar,single,secondary,3201,1,0,unknown,96,-1,0,other,26-may
47,blue-collar,married,secondary,265,1,0,cellular,144,368,1,failure,8-may
26,blue-collar,single,primary,52,1,0,cellular,271,300,2,success,20-apr
41,technician,married,secondary,2185,1,0,cellular,157,309,4,other,7-apr
43,unemployed,married,secondary,3529,0,0,cellular,169,-1,0,other,5-feb
35,services,married,secondary,211,1,0,cellular,187,-1,0,other,12-may
59,unemployed,single,primary,7724,0,0,cellular,373,-1,0,other,21-nov
48,management,divorced,tertiary,266,1,0,cellular,198,343,1,failure,17-apr
59,retired,married,secondary,3414,0,0,telephone,117,-1,0,other,30-jul
40,blue-collar,married,secondary,598,1,0,cellular,90,-1,0,other,31-jul
33,technician,married,tertiary,5641,0,0,cellular,168,-1,0,other,18-aug
38,management,married,tertiary,762,1,0,unknown,163,-1,0,other,12-may
41,services,married,secondary,-459,1,0,cellular,162,-1,0,other,31-jul
33,blue-collar,married,secondary,524,1,0,unknown,156,-1,0,other,23-may
34,blue-collar,single,secondary,1351,1,0,cellular,334,-1,0,other,14-may
36,technician,divorced,secondary,19,1,1,unknown,109,-1,0,other,26-may
40,technician,married,secondary,3056,0,0,cellular,103,-1,0,other,26-aug
30,blue-collar,single,secondary,49,0,0,cellular,808,-1,0,other,30-jan
34,blue-collar,single,secondary,79,0,1,cellular,104,-1,0,other,20-nov
36,management,married,tertiary,170,0,0,cellular,493,-1,0,other,7-aug
47,services,married,secondary,405,0,1,cellular,994,-1,0,other,8-aug
29,blue-collar,married,secondary,-49,1,1,cellular,210,-1,0,other,21-jul
27,management,single,tertiary,616,1,0,cellular,685,101,1,other,22-may
31,technician,married,secondary,2440,0,0,cellular,312,-1,0,other,6-nov
51,blue-collar,married,primary,3844,0,0,cellular,195,215,1,other,15-mar
49,technician,married,tertiary,2950,1,0,cellular,91,-1,0,other,22-aug
60,housemaid,married,secondary,3587,0,0,unknown,133,-1,0,other,11-jun
30,technician,married,secondary,-189,0,0,cellular,105,-1,0,other,19-aug
33,admin.,married,tertiary,-1011,0,0,cellular,134,-1,0,other,21-nov
39,blue-collar,married,primary,390,1,0,cellular,206,-1,0,other,17-apr
26,self-employed,single,secondary,551,0,0,cellular,531,-1,0,other,8-jul
34,management,married,tertiary,186,1,0,cellular,115,-1,0,other,14-may
65,retired,married,primary,3713,0,0,cellular,43,-1,0,other,7-apr
60,technician,married,secondary,0,0,0,cellular,641,-1,0,other,25-may
54,technician,married,secondary,965,0,0,cellular,345,-1,0,other,26-aug
58,technician,married,secondary,592,0,0,unknown,206,-1,0,other,17-jun
39,entrepreneur,divorced,tertiary,966,1,1,cellular,186,-1,0,other,20-nov
45,blue-collar,married,primary,1794,1,0,unknown,174,-1,0,other,14-may
40,entrepreneur,married,tertiary,1953,1,0,unknown,112,-1,0,other,6-jun
36,admin.,single,secondary,119,0,0,cellular,93,-1,0,other,2-jun
32,technician,single,tertiary,1325,0,0,cellular,142,-1,0,other,12-aug
50,technician,single,secondary,330,0,0,cellular,376,-1,0,other,6-aug
37,blue-collar,divorced,secondary,33,1,0,cellular,106,167,1,failure,20-nov
30,technician,single,tertiary,236,1,0,unknown,197,-1,0,other,16-may
39,admin.,single,secondary,0,1,0,unknown,22,-1,0,other,5-jun
44,management,married,tertiary,105,1,0,unknown,1529,-1,0,other,6-may
43,management,married,tertiary,68,1,0,cellular,31,-1,0,other,17-nov
31,management,married,tertiary,35,1,1,cellular,323,-1,0,other,19-nov
32,admin.,single,secondary,2326,1,0,unknown,62,-1,0,other,20-jun
38,blue-collar,single,tertiary,18,0,0,unknown,605,-1,0,other,17-jun
47,blue-collar,married,secondary,4709,0,0,cellular,78,-1,0,other,22-aug
25,unemployed,married,secondary,285,1,0,unknown,859,-1,0,other,29-may
28,admin.,single,secondary,53,0,0,cellular,67,-1,0,other,2-feb
30,management,single,tertiary,1541,0,0,cellular,471,-1,0,other,18-aug
30,housemaid,married,tertiary,113,1,1,cellular,230,-1,0,other,3-feb
42,blue-collar,single,secondary,419,0,0,cellular,88,-1,0,other,7-jul
35,technician,married,secondary,1368,0,0,cellular,329,41,2,other,27-may
34,admin.,married,tertiary,899,1,0,telephone,377,7,4,success,19-nov
41,blue-collar,divorced,secondary,351,1,0,cellular,12,268,9,other,6-feb
48,technician,married,primary,-530,0,1,cellular,119,-1,0,other,19-nov
43,admin.,married,secondary,544,1,0,cellular,187,-1,0,other,7-may
43,blue-collar,married,primary,50,0,0,unknown,90,-1,0,other,28-may
41,management,married,secondary,0,0,0,cellular,280,-1,0,other,21-aug
40,management,single,tertiary,1845,1,0,unknown,134,-1,0,other,3-jun
32,blue-collar,married,primary,1261,1,0,cellular,104,182,1,failure,21-nov
40,management,married,secondary,0,1,0,cellular,223,258,3,failure,12-may
36,admin.,married,secondary,286,1,0,cellular,167,-1,0,other,22-jul
60,technician,divorced,secondary,615,1,0,cellular,130,-1,0,other,29-jan
29,housemaid,married,secondary,243,1,0,unknown,35,-1,0,other,3-jun
30,management,single,tertiary,232,0,0,cellular,141,-1,0,other,15-apr
46,management,single,tertiary,2278,0,0,cellular,218,-1,0,other,12-aug
31,management,married,tertiary,2984,0,0,cellular,343,-1,0,other,22-apr
36,blue-collar,single,secondary,2390,1,0,unknown,446,-1,0,other,20-may
56,management,married,tertiary,665,0,0,cellular,25,-1,0,other,29-aug
34,blue-collar,single,primary,-175,1,0,unknown,40,-1,0,other,26-may
47,technician,married,secondary,3466,1,0,cellular,853,-1,0,other,11-jul
25,technician,single,secondary,218,1,1,cellular,110,-1,0,other,28-jul
51,technician,married,primary,1550,0,0,unknown,12,-1,0,other,20-jun
51,management,married,tertiary,1421,1,0,cellular,152,-1,0,other,7-jul
38,blue-collar,married,secondary,35,1,0,unknown,130,-1,0,other,28-may
30,blue-collar,single,secondary,80,1,1,cellular,145,337,4,failure,5-may
33,blue-collar,divorced,secondary,75,1,1,unknown,94,-1,0,other,12-may
57,services,divorced,secondary,4664,0,0,cellular,103,-1,0,other,30-jul
42,management,single,tertiary,3445,0,0,cellular,1662,-1,0,other,19-nov
52,unemployed,married,secondary,105,0,0,cellular,96,-1,0,other,20-nov
48,management,married,tertiary,13501,0,0,unknown,63,-1,0,other,19-jun
48,unemployed,married,secondary,0,0,0,telephone,35,-1,0,other,31-jul
45,housemaid,married,tertiary,40,1,0,cellular,81,213,1,failure,3-sep
33,technician,divorced,secondary,751,1,0,cellular,237,-1,0,other,18-nov
47,housemaid,married,tertiary,333,0,0,telephone,141,-1,0,other,7-jul
51,technician,married,secondary,536,1,1,cellular,53,-1,0,other,4-feb
43,management,married,tertiary,4004,1,0,unknown,190,-1,0,other,15-may
46,blue-collar,married,primary,2499,1,0,unknown,42,-1,0,other,16-may
40,blue-collar,married,secondary,280,1,0,cellular,435,340,3,failure,8-may
49,blue-collar,married,primary,364,0,0,cellular,134,-1,0,other,4-aug
46,entrepreneur,divorced,secondary,-563,0,1,cellular,769,-1,0,other,15-jul
62,self-employed,married,tertiary,4886,1,0,telephone,44,-1,0,other,16-mar
32,services,single,secondary,951,0,0,cellular,77,-1,0,other,28-jan
48,blue-collar,married,secondary,1143,1,0,cellular,264,317,1,failure,17-apr
49,technician,married,secondary,307,0,0,cellular,854,-1,0,other,9-dec
44,blue-collar,married,secondary,3813,1,0,unknown,771,-1,0,other,3-jun
46,entrepreneur,divorced,tertiary,148,1,0,cellular,61,350,5,other,18-may
29,services,married,tertiary,0,1,0,unknown,113,-1,0,other,4-jun
46,entrepreneur,married,tertiary,406,1,0,telephone,232,-1,0,other,15-jul
26,technician,single,secondary,152,0,1,cellular,90,-1,0,other,29-jan
57,housemaid,married,primary,1303,0,0,cellular,83,-1,0,other,25-aug
51,technician,married,tertiary,1537,0,1,cellular,400,-1,0,other,14-jul
32,management,single,tertiary,796,0,1,cellular,198,160,1,failure,30-apr
30,management,single,tertiary,499,1,0,cellular,92,90,1,failure,13-aug
30,technician,single,tertiary,405,1,0,cellular,128,274,1,failure,4-feb
43,management,married,tertiary,244,0,0,cellular,167,-1,0,other,14-aug
56,management,married,secondary,1560,1,0,cellular,89,-1,0,other,9-jul
32,technician,single,secondary,0,0,0,cellular,594,-1,0,other,18-aug
43,technician,divorced,secondary,0,1,0,cellular,150,342,2,failure,5-may
31,housemaid,single,primary,26965,0,0,cellular,654,-1,0,other,21-apr
36,entrepreneur,married,primary,600,0,0,cellular,538,-1,0,other,21-jul
28,management,married,tertiary,3844,1,0,unknown,132,-1,0,other,3-jun
41,self-employed,married,secondary,3123,1,0,cellular,1203,135,2,failure,3-apr
79,retired,divorced,secondary,631,0,0,telephone,440,182,3,failure,9-aug
50,technician,single,secondary,246,1,0,cellular,270,123,2,failure,17-nov
57,unemployed,married,tertiary,42,0,0,unknown,46,-1,0,other,5-may
60,retired,married,secondary,90,1,0,cellular,41,-1,0,other,25-jul
32,technician,single,secondary,-1,0,0,cellular,185,-1,0,other,29-aug
48,services,married,secondary,202,1,0,cellular,162,-1,0,other,5-aug
33,admin.,married,secondary,82,1,0,cellular,735,-1,0,other,25-jul
35,technician,divorced,secondary,362,0,0,cellular,329,240,8,other,29-jan
29,entrepreneur,single,primary,97,1,0,cellular,200,-1,0,other,29-jan
39,management,married,tertiary,0,1,0,unknown,184,-1,0,other,29-may
44,entrepreneur,married,secondary,4389,1,0,cellular,149,-1,0,other,15-jul
21,blue-collar,single,primary,-42,0,0,unknown,5,-1,0,other,10-oct
53,management,divorced,tertiary,6649,1,0,cellular,83,-1,0,other,7-jul
48,unemployed,married,secondary,41,1,0,unknown,179,-1,0,other,5-may
45,management,married,tertiary,2220,1,0,cellular,89,133,2,failure,21-nov
33,technician,single,secondary,541,0,1,cellular,118,-1,0,other,20-aug
29,self-employed,married,tertiary,0,1,1,unknown,399,-1,0,other,5-jun
66,retired,married,secondary,203,0,0,cellular,353,195,1,success,18-jan
36,blue-collar,divorced,primary,0,0,0,cellular,543,-1,0,other,14-may
40,management,married,tertiary,409,0,0,cellular,111,-1,0,other,19-aug
36,admin.,married,secondary,976,0,0,unknown,408,-1,0,other,20-jun
56,blue-collar,married,secondary,385,0,0,cellular,210,-1,0,other,20-aug
32,management,single,tertiary,611,1,1,cellular,353,-1,0,other,9-jul
34,technician,single,secondary,347,1,0,cellular,947,-1,0,other,24-jul
38,unemployed,single,secondary,223,1,0,cellular,698,-1,0,other,30-jul
49,services,married,secondary,823,0,0,cellular,780,-1,0,other,8-aug
37,blue-collar,married,secondary,489,1,0,unknown,24,-1,0,other,2-jun
36,management,single,secondary,1898,1,0,cellular,243,-1,0,other,22-aug
44,blue-collar,married,secondary,2017,1,0,unknown,74,-1,0,other,14-may
44,management,married,tertiary,4968,1,0,cellular,76,-1,0,other,30-jul
32,blue-collar,married,primary,0,1,0,unknown,142,-1,0,other,20-may
23,management,single,tertiary,2143,0,0,cellular,180,-1,0,other,30-mar
27,admin.,single,secondary,349,1,0,unknown,165,-1,0,other,27-may
53,blue-collar,married,secondary,974,1,0,unknown,197,-1,0,other,26-may
33,blue-collar,married,primary,256,1,0,unknown,151,-1,0,other,21-may
60,retired,divorced,secondary,1718,1,0,unknown,146,-1,0,other,26-may
41,technician,married,secondary,476,1,1,cellular,132,-1,0,other,18-nov
32,blue-collar,married,secondary,-32,1,0,cellular,145,-1,0,other,12-may
38,management,married,tertiary,516,1,0,telephone,198,-1,0,other,16-apr
34,blue-collar,single,secondary,2764,1,0,cellular,158,357,1,failure,13-may
26,admin.,married,secondary,710,1,1,unknown,1276,-1,0,other,6-jun
58,admin.,married,secondary,169,0,0,cellular,216,91,4,success,15-feb
50,retired,married,tertiary,4,1,1,cellular,67,-1,0,other,11-may
43,services,divorced,secondary,-287,1,0,cellular,580,-1,0,other,20-apr
35,blue-collar,married,secondary,592,1,0,unknown,74,-1,0,other,21-may
36,unemployed,divorced,secondary,871,0,0,cellular,396,-1,0,other,12-aug
38,technician,married,secondary,0,1,1,cellular,146,-1,0,other,15-jul
41,admin.,married,secondary,8238,1,1,unknown,124,-1,0,other,30-may
57,technician,married,secondary,3240,1,0,unknown,129,-1,0,other,14-may
42,blue-collar,married,secondary,-422,0,0,cellular,31,-1,0,other,9-jul
37,entrepreneur,divorced,secondary,14,0,0,unknown,22,-1,0,other,5-jun
54,technician,divorced,secondary,136,0,1,cellular,151,-1,0,other,10-jul
24,services,single,secondary,-122,1,0,unknown,1000,-1,0,other,13-may
38,admin.,married,secondary,424,1,0,cellular,279,-1,0,other,17-apr
31,blue-collar,single,primary,342,1,0,cellular,284,-1,0,other,18-may
75,retired,married,primary,1765,0,0,telephone,808,187,4,failure,14-sep
28,admin.,married,tertiary,167,1,1,cellular,126,-1,0,other,18-feb
50,technician,married,secondary,156,0,1,cellular,1130,-1,0,other,14-jul
29,self-employed,single,tertiary,805,0,0,cellular,302,128,8,success,1-jul
28,technician,married,secondary,655,1,0,unknown,179,-1,0,other,9-may
47,admin.,single,secondary,303,1,1,cellular,152,-1,0,other,28-jul
48,blue-collar,married,secondary,1903,0,0,cellular,21,-1,0,other,29-aug
27,technician,single,secondary,1601,0,0,cellular,390,-1,0,other,4-feb
41,services,divorced,secondary,-198,0,1,unknown,133,-1,0,other,14-may
40,self-employed,married,tertiary,271,1,0,cellular,265,-1,0,other,11-aug
38,management,married,tertiary,1482,1,1,cellular,361,-1,0,other,21-jul
34,admin.,single,secondary,280,0,0,cellular,86,-1,0,other,8-jul
33,blue-collar,married,tertiary,6138,1,0,unknown,369,-1,0,other,20-may
34,services,married,secondary,12,0,0,unknown,164,-1,0,other,21-may
36,technician,married,secondary,25,0,0,cellular,98,-1,0,other,14-aug
42,technician,married,tertiary,849,0,0,cellular,403,-1,0,other,13-aug
36,blue-collar,married,secondary,2894,1,0,cellular,747,-1,0,other,17-jul
46,housemaid,married,primary,0,0,0,cellular,322,-1,0,other,6-aug
34,blue-collar,single,secondary,1475,1,0,cellular,1166,530,12,other,16-nov
53,management,married,tertiary,3443,1,0,unknown,48,-1,0,other,28-may
43,technician,married,primary,2586,1,0,cellular,354,-1,0,other,20-apr
50,management,married,secondary,2910,0,0,telephone,790,-1,0,other,29-jul
54,blue-collar,single,primary,-119,1,0,cellular,261,-1,0,other,13-may
34,blue-collar,married,secondary,559,1,0,telephone,47,193,1,other,18-nov
37,admin.,married,secondary,-426,1,1,cellular,56,-1,0,other,31-jul
59,blue-collar,married,primary,699,0,0,cellular,98,154,6,failure,28-jan
49,blue-collar,married,secondary,2015,1,0,cellular,449,-1,0,other,16-apr
38,blue-collar,single,primary,127,1,0,cellular,70,-1,0,other,28-jan
46,blue-collar,married,secondary,2297,0,0,telephone,16,-1,0,other,31-jul
28,services,married,secondary,3019,0,0,unknown,303,-1,0,other,2-jun
42,technician,married,secondary,994,1,0,cellular,227,93,6,success,12-nov
32,management,married,tertiary,268,1,1,cellular,106,-1,0,other,20-apr
34,management,single,tertiary,1070,0,0,cellular,91,-1,0,other,28-aug
42,blue-collar,divorced,primary,213,1,0,cellular,434,-1,0,other,7-jul
52,technician,married,secondary,463,1,0,cellular,132,267,5,failure,4-feb
38,self-employed,single,tertiary,982,0,0,cellular,176,-1,0,other,11-aug
39,management,married,secondary,-810,0,1,cellular,77,-1,0,other,14-jul
40,unemployed,divorced,secondary,0,0,0,unknown,473,-1,0,other,11-jun
60,retired,married,primary,170,1,0,unknown,338,-1,0,other,28-may
37,management,married,secondary,510,1,0,cellular,154,-1,0,other,21-aug
26,blue-collar,single,secondary,2,1,0,unknown,170,-1,0,other,30-may
51,blue-collar,married,primary,3764,0,0,telephone,450,181,6,success,9-mar
50,unemployed,divorced,tertiary,64,0,0,cellular,81,-1,0,other,31-jul
32,technician,married,secondary,599,0,0,cellular,79,-1,0,other,19-nov
46,self-employed,married,secondary,548,0,0,cellular,1181,-1,0,other,12-aug
43,admin.,married,secondary,2271,0,0,telephone,524,-1,0,other,10-nov
52,management,divorced,tertiary,95,0,0,cellular,91,-1,0,other,13-aug
30,services,married,secondary,-932,0,0,unknown,349,-1,0,other,27-may
28,blue-collar,married,secondary,228,1,0,unknown,328,-1,0,other,3-jun
32,technician,married,secondary,1840,1,0,cellular,99,-1,0,other,25-aug
32,management,single,tertiary,1619,0,0,cellular,184,321,2,success,17-mar
35,management,married,tertiary,520,1,0,cellular,458,17,5,failure,4-may
31,technician,single,tertiary,13711,1,0,cellular,1532,-1,0,other,20-nov
34,admin.,married,secondary,2378,1,1,telephone,92,-1,0,other,10-jul
40,blue-collar,married,primary,46,1,0,unknown,119,-1,0,other,6-may
43,management,married,secondary,3301,1,1,cellular,278,-1,0,other,26-mar
60,technician,married,secondary,-410,0,0,cellular,143,-1,0,other,19-aug
30,services,married,secondary,2261,1,1,cellular,250,-1,0,other,8-jul
32,admin.,married,secondary,159,0,1,unknown,177,-1,0,other,26-jun
31,services,married,secondary,246,1,0,unknown,230,-1,0,other,16-may
39,blue-collar,single,primary,-360,1,0,unknown,209,-1,0,other,3-jun
35,self-employed,married,primary,2086,1,0,cellular,254,-1,0,other,21-nov
42,blue-collar,married,primary,-10,1,0,unknown,291,-1,0,other,9-may
31,unemployed,single,tertiary,498,0,0,cellular,264,-1,0,other,29-jan
51,management,divorced,tertiary,1028,0,0,cellular,178,-1,0,other,5-aug
46,technician,single,secondary,3494,1,0,unknown,87,-1,0,other,20-jun
32,blue-collar,married,secondary,2263,0,0,cellular,113,-1,0,other,7-may
35,technician,divorced,secondary,-199,1,0,unknown,137,-1,0,other,27-may
53,admin.,single,secondary,1958,0,0,telephone,164,-1,0,other,23-apr
36,self-employed,single,tertiary,0,1,0,cellular,204,-1,0,other,30-apr
55,services,married,tertiary,64,1,1,cellular,151,-1,0,other,14-aug
30,self-employed,married,secondary,220,1,1,cellular,187,-1,0,other,15-may
34,services,divorced,secondary,797,1,0,cellular,88,126,1,failure,20-nov
58,management,married,tertiary,16264,0,0,telephone,215,-1,0,other,17-nov
38,admin.,married,secondary,1767,1,0,cellular,483,239,7,success,9-jul
50,blue-collar,divorced,secondary,881,1,1,cellular,162,-1,0,other,20-apr
